package,service,method,fqmn,request,response,streaming,safety,live_status,http,proto
axxonsoft.bl.acfa,AcfaService,ListUnitsActions,axxonsoft.bl.acfa.AcfaService.ListUnitsActions,ListUnitsActionsRequest,ListUnitsActionsResponse,server,read,tested-pass,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,ListUnitsVisualizations,axxonsoft.bl.acfa.AcfaService.ListUnitsVisualizations,ListUnitsVisualizationsRequest,ListUnitsVisualizationsResponse,server,read,tested-pass,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,ListUnitsEvents,axxonsoft.bl.acfa.AcfaService.ListUnitsEvents,ListUnitsEventsRequest,ListUnitsEventsResponse,server,read,tested-pass,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,ListUnitsStates,axxonsoft.bl.acfa.AcfaService.ListUnitsStates,ListUnitsStatesRequest,ListUnitsStatesResponse,server,read,tested-pass,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,ListUnitTypes,axxonsoft.bl.acfa.AcfaService.ListUnitTypes,ListUnitTypesRequest,ListUnitTypesResponse,none,read,tested-pass,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,PerformAction,axxonsoft.bl.acfa.AcfaService.PerformAction,PerformActionRequest,PerformActionResponse,none,mutating,pending,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.acfa,AcfaService,DownloadData,axxonsoft.bl.acfa.AcfaService.DownloadData,DownloadDataRequest,DownloadDataResponse,server,read,pending,,axxonsoft/bl/acfa/AcfaService.proto
axxonsoft.bl.archive,ArchiveService,GetArchiveTraits,axxonsoft.bl.archive.ArchiveService.GetArchiveTraits,GetArchiveTraitsRequest,GetArchiveTraitsResponse,none,read,tested-pass,GET /v1/archive/traits,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,ChangeBookmarks,axxonsoft.bl.archive.ArchiveService.ChangeBookmarks,ChangeBookmarksRequest,ChangeBookmarksResponse,none,mutating,pending,POST /v1/archive/action:makeUserComment,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetRecordingInfo,axxonsoft.bl.archive.ArchiveService.GetRecordingInfo,RecInfoRequest,RecInfoResponse,none,read,tested-pass,GET /v1/archive/recordingInfo,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,CreateReaderEndpoint,axxonsoft.bl.archive.ArchiveService.CreateReaderEndpoint,CreateReaderEndpointRequest,CreateReaderEndpointResponse,none,mutating,pending,POST /v1/archive/action:createEndpoint,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetHistory,axxonsoft.bl.archive.ArchiveService.GetHistory,GetHistoryRequest,GetHistoryResponse,none,read,tested-pass,GET /v1/archive/history,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetHistory2,axxonsoft.bl.archive.ArchiveService.GetHistory2,GetHistory2Request,GetHistory2Response,none,read,tested-pass,GET /v1/archive/history2,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetHistoryStream,axxonsoft.bl.archive.ArchiveService.GetHistoryStream,GetHistory2Request,GetHistoryResponse,server,read,tested-pass,GET /v1/archive/historyStream,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetCalendar,axxonsoft.bl.archive.ArchiveService.GetCalendar,GetCalendarRequest,GetCalendarResponse,none,read,tested-pass,GET /v1/archive/calendar,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetSize,axxonsoft.bl.archive.ArchiveService.GetSize,GetSizeRequest,GetSizeResponse,none,read,tested-pass,GET /v1/archive/size,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,Seek,axxonsoft.bl.archive.ArchiveService.Seek,SeekRequest,SeekResponse,none,mutating,pending,POST /v1/archive/action:seek,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,Resize,axxonsoft.bl.archive.ArchiveService.Resize,ResizeRequest,ResizeResponse,none,mutating,pending,POST /v1/archive/action:resize,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,ClearInterval,axxonsoft.bl.archive.ArchiveService.ClearInterval,ClearIntervalRequest,ClearIntervalResponse,none,mutating,pending,POST /v1/archive/action:clearInterval,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetVolumesState,axxonsoft.bl.archive.ArchiveService.GetVolumesState,GetVolumesStateRequest,GetVolumesStateResponse,none,read,tested-pass,GET /v1/archive/volumes/state,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,FormatVolumes,axxonsoft.bl.archive.ArchiveService.FormatVolumes,FormatVolumesRequest,FormatVolumesResponse,none,mutating,tested-pass-safe-record,POST /v1/archive/volumes/format,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,GetDiskSpace,axxonsoft.bl.archive.ArchiveService.GetDiskSpace,GetDiskSpaceRequest,GetDiskSpaceResponse,none,read,tested-pass,GET /v1/archive/volumes/diskSpace,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,Reindex,axxonsoft.bl.archive.ArchiveService.Reindex,ReindexRequest,ReindexResponse,none,mutating,tested-pass-safe-record,GET /v1/archive/volumes/reindex,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveService,CancelReindex,axxonsoft.bl.archive.ArchiveService.CancelReindex,CancelReindexRequest,CancelReindexResponse,none,mutating,tested-pass-safe-record,GET /v1/archive/volumes/cancel_reindex,axxonsoft/bl/archive/ArchiveSupport.proto
axxonsoft.bl.archive,ArchiveVolumeService,ProbeVolume,axxonsoft.bl.archive.ArchiveVolumeService.ProbeVolume,ProbeVolumeRequest,ProbeVolumeResponse,none,review,pending,POST /v1/archive/volumes:probe,axxonsoft/bl/archive/ArchiveVolumeService.proto
axxonsoft.bl.archive,BackupSourceService,BundleBackup,axxonsoft.bl.archive.BackupSourceService.BundleBackup,BundleBackupRequest,BundleBackupResponse,server,review,pending,,axxonsoft/bl/archive/BackupSource.proto
axxonsoft.bl.archive,BackupSourceService,MakeBackup,axxonsoft.bl.archive.BackupSourceService.MakeBackup,MakeBackupRequest,MakeBackupResponse,none,review,pending,,axxonsoft/bl/archive/BackupSource.proto
axxonsoft.bl.archive,BackupSourceService,CancelBackup,axxonsoft.bl.archive.BackupSourceService.CancelBackup,CancelBackupRequest,CancelBackupResponse,none,mutating,pending,,axxonsoft/bl/archive/BackupSource.proto
axxonsoft.bl.archive,BackupSourceService,IsBackupInProgress,axxonsoft.bl.archive.BackupSourceService.IsBackupInProgress,IsBackupInProgressRequest,IsBackupInProgressResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/archive/BackupSource.proto
axxonsoft.bl.archive,BackupSourceService,GetRestProgress,axxonsoft.bl.archive.BackupSourceService.GetRestProgress,GetRestProgressRequest,GetRestProgressResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/archive/BackupSource.proto
axxonsoft.bl.audit,AuditEventInjector,InjectClientAppOptionEvent,axxonsoft.bl.audit.AuditEventInjector.InjectClientAppOptionEvent,InjectClientAppOptionEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectClientAppOptionEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectArchiveViewingEvent,axxonsoft.bl.audit.AuditEventInjector.InjectArchiveViewingEvent,InjectArchiveViewingEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectArchiveViewingEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectCameraViewingEvent,axxonsoft.bl.audit.AuditEventInjector.InjectCameraViewingEvent,InjectCameraViewingEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectCameraViewingEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectNgpJournalExportEvent,axxonsoft.bl.audit.AuditEventInjector.InjectNgpJournalExportEvent,InjectNgpJournalExportEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectNgpJournalExportEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectPtzControlEvent,axxonsoft.bl.audit.AuditEventInjector.InjectPtzControlEvent,InjectPtzControlEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectPtzControlEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectMMExportEvent,axxonsoft.bl.audit.AuditEventInjector.InjectMMExportEvent,InjectMMExportEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectMMExportEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.audit,AuditEventInjector,InjectLdapSetupEvent,axxonsoft.bl.audit.AuditEventInjector.InjectLdapSetupEvent,InjectLdapSetupEventRequest,AuditClientResponse,none,mutating,pending,POST /v1/audit/injectLdapSetupEvent,axxonsoft/bl/audit/Audit.proto
axxonsoft.bl.auth,AuthenticationService,Authenticate,axxonsoft.bl.auth.AuthenticationService.Authenticate,AuthenticateRequest,AuthenticateResponse,none,review,pending,GET /v1/authentication/authenticate,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,Authenticate2,axxonsoft.bl.auth.AuthenticationService.Authenticate2,AuthenticateRequest,AuthenticateResponse,none,mutating,pending,POST /v1/authentication/authenticate2,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,AuthenticateEx,axxonsoft.bl.auth.AuthenticationService.AuthenticateEx,AuthenticateRequest,AuthenticateResponseEx,none,review,pending,GET /v1/authentication/authenticate_ex,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,AuthenticateEx2,axxonsoft.bl.auth.AuthenticationService.AuthenticateEx2,AuthenticateRequest,AuthenticateResponseEx,none,mutating,tested-pass,POST /v1/authentication/authenticate_ex2,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,ApproveAuthentication,axxonsoft.bl.auth.AuthenticationService.ApproveAuthentication,ApproveAuthenticationRequest,ApproveAuthenticationResponse,none,mutating,pending,POST /v1/authentication:approve,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,DeclineAuthentication,axxonsoft.bl.auth.AuthenticationService.DeclineAuthentication,DeclineAuthenticationRequest,DeclineAuthenticationResponse,none,mutating,pending,POST /v1/authentication:decline,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,AuthenticateBySecondFactor,axxonsoft.bl.auth.AuthenticationService.AuthenticateBySecondFactor,AuthenticateBySecondFactorRequest,AuthenticateResponseEx,none,review,pending,,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,AuthenticateWithPublicKey,axxonsoft.bl.auth.AuthenticationService.AuthenticateWithPublicKey,AuthenticateTokenRequest,AuthenticateResponseEx,none,review,pending,,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,GetSessionInfo,axxonsoft.bl.auth.AuthenticationService.GetSessionInfo,GetSessionInfoRequest,GetSessionInfoResponse,none,read,tested-pass,,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,RenewSession,axxonsoft.bl.auth.AuthenticationService.RenewSession,RenewSessionRequest,AuthenticateResponseEx,none,mutating,pending,GET /v1/authentication/renew,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,RenewSession2,axxonsoft.bl.auth.AuthenticationService.RenewSession2,RenewSessionRequest,AuthenticateResponseEx,none,mutating,pending,GET /v1/authentication/renew2,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.auth,AuthenticationService,CloseSession,axxonsoft.bl.auth.AuthenticationService.CloseSession,CloseSessionRequest,CloseSessionResponse,none,mutating,pending,GET /v1/authentication/close,axxonsoft/bl/auth/Authentication.proto
axxonsoft.bl.bookmarks,BookmarkService,ListBookmarks,axxonsoft.bl.bookmarks.BookmarkService.ListBookmarks,ListBookmarksRequest,ListBookmarksResponse,none,review,pending,POST /v1/bookmarks:list,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,GetBookmark,axxonsoft.bl.bookmarks.BookmarkService.GetBookmark,GetBookmarkRequest,GetBookmarkResponse,none,review,pending,POST /v1/bookmarks:get,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,CreateBookmark,axxonsoft.bl.bookmarks.BookmarkService.CreateBookmark,CreateBookmarkRequest,CreateBookmarkResponse,none,mutating,pending,POST /v1/bookmarks:create,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,UpdateBookmark,axxonsoft.bl.bookmarks.BookmarkService.UpdateBookmark,UpdateBookmarkRequest,UpdateBookmarkResponse,none,mutating,pending,POST /v1/bookmarks:update,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,DeleteBookmark,axxonsoft.bl.bookmarks.BookmarkService.DeleteBookmark,DeleteBookmarkRequest,DeleteBookmarkResponse,none,mutating,pending,POST /v1/bookmarks:delete,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,SetExportedTime,axxonsoft.bl.bookmarks.BookmarkService.SetExportedTime,SetExportedTimeRequest,SetExportedTimeResponse,none,mutating,pending,POST /v1/bookmarks:setExportedTime,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.bookmarks,BookmarkService,RenderTrack,axxonsoft.bl.bookmarks.BookmarkService.RenderTrack,RenderTrackRequest,RenderTrackResponse,none,mutating,pending,POST /v1/bookmarks:renderTrack,axxonsoft/bl/bookmarks/BookmarkService.proto
axxonsoft.bl.cloud,CloudService,GetBindingConfiguration,axxonsoft.bl.cloud.CloudService.GetBindingConfiguration,GetBindingConfigurationRequest,GetBindingConfigurationResponse,none,read,tested-warn-fixture-needed,GET /v1/cloud/config,axxonsoft/bl/cloud/Cloud.proto
axxonsoft.bl.cloud,CloudService,ChangeBindingConfiguration,axxonsoft.bl.cloud.CloudService.ChangeBindingConfiguration,ChangeBindingConfigurationRequest,ChangeBindingConfigurationResponse,none,mutating,pending,POST /v1/cloud/config:change,axxonsoft/bl/cloud/Cloud.proto
axxonsoft.bl.cloud,CloudService,Bind,axxonsoft.bl.cloud.CloudService.Bind,BindRequest,BindResponse,none,mutating,pending,GET /v1/cloud/bind,axxonsoft/bl/cloud/Cloud.proto
axxonsoft.bl.cloud,CloudService,Unbind,axxonsoft.bl.cloud.CloudService.Unbind,UnbindRequest,UnbindResponse,none,mutating,pending,GET /v1/cloud/unbind,axxonsoft/bl/cloud/Cloud.proto
axxonsoft.bl.config,ConfigurationService,ListUnits,axxonsoft.bl.config.ConfigurationService.ListUnits,ListUnitsRequest,ListUnitsResponse,none,read,tested-pass,GET /v1/configurator/list,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ListUnitsStream,axxonsoft.bl.config.ConfigurationService.ListUnitsStream,ListUnitsStreamRequest,ListUnitsResponse,server,read,tested-pass,,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ListUnitsByAccessPoints,axxonsoft.bl.config.ConfigurationService.ListUnitsByAccessPoints,ListUnitsByAccessPointsRequest,ListUnitsResponse,none,read,tested-pass,GET /v1/configurator/get,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ListUnitsByAccessPointsStream,axxonsoft.bl.config.ConfigurationService.ListUnitsByAccessPointsStream,ListUnitsByAccessPointsStreamRequest,ListUnitsResponse,server,read,tested-pass,,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ChangeConfig,axxonsoft.bl.config.ConfigurationService.ChangeConfig,ChangeConfigRequest,ChangeConfigResponse,none,mutating,pending,POST /v1/configurator:change,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ChangeConfigStream,axxonsoft.bl.config.ConfigurationService.ChangeConfigStream,ChangeConfigRequest,ChangeConfigResponse,server,mutating,pending,,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ListTemplates,axxonsoft.bl.config.ConfigurationService.ListTemplates,ListTemplatesRequest,ListTemplatesResponse,none,read,tested-pass,GET /v1/configurator/templates,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ChangeTemplates,axxonsoft.bl.config.ConfigurationService.ChangeTemplates,ChangeTemplatesRequest,ChangeTemplatesResponse,none,mutating,tested-pass-safe-record,POST /v1/configurator/templates:change,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,SetTemplateAssignments,axxonsoft.bl.config.ConfigurationService.SetTemplateAssignments,SetTemplateAssignmentsRequest,SetTemplateAssignmentsResponse,none,mutating,tested-pass-safe-record,POST /v1/configurator/assignments,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,BatchGetTemplates,axxonsoft.bl.config.ConfigurationService.BatchGetTemplates,BatchGetTemplatesRequest,BatchGetTemplatesResponse,none,review,tested-pass-safe-record,POST /v1/configurator/templates:batchGet,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,BatchGetFactories,axxonsoft.bl.config.ConfigurationService.BatchGetFactories,BatchGetFactoriesRequest,BatchGetFactoriesResponse,none,review,pending,POST /v1/configurator/factories:batchGet,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,ConfigurationService,ListSimilarUnits,axxonsoft.bl.config.ConfigurationService.ListSimilarUnits,ListSimilarUnitsRequest,ListSimilarUnitsResponse,none,review,pending,POST /v1/configurator/units:listSimilar,axxonsoft/bl/config/ConfigurationService.proto
axxonsoft.bl.config,DevicesCatalog,ListVendors,axxonsoft.bl.config.DevicesCatalog.ListVendors,ListVendorsRequest,ListVendorsResponse,none,read,tested-pass,GET /v1/configurator/devices_catalog/vendors,axxonsoft/bl/config/DevicesCatalog.proto
axxonsoft.bl.config,DevicesCatalog,ListVendorsV2,axxonsoft.bl.config.DevicesCatalog.ListVendorsV2,ListVendorsRequest,ListVendorsResponse,server,read,tested-pass,,axxonsoft/bl/config/DevicesCatalog.proto
axxonsoft.bl.config,DevicesCatalog,ListDevices,axxonsoft.bl.config.DevicesCatalog.ListDevices,ListDevicesRequest,ListDevicesResponse,none,read,tested-pass,GET /v1/configurator/devices_catalog/devices,axxonsoft/bl/config/DevicesCatalog.proto
axxonsoft.bl.config,DevicesCatalog,ListDevicesV2,axxonsoft.bl.config.DevicesCatalog.ListDevicesV2,ListDevicesRequest,ListDevicesResponse,server,read,tested-pass,,axxonsoft/bl/config/DevicesCatalog.proto
axxonsoft.bl.config,DevicesCatalog,GetDevice,axxonsoft.bl.config.DevicesCatalog.GetDevice,GetDeviceRequest,GetDeviceResponse,none,read,tested-pass,GET /v1/configurator/devices_catalog/device,axxonsoft/bl/config/DevicesCatalog.proto
axxonsoft.bl.config,DynamicParametersService,AcquireDynamicParameters,axxonsoft.bl.config.DynamicParametersService.AcquireDynamicParameters,AcquireDynamicParametersRequest,AcquireDynamicParametersResponse,none,read,pending,GET /v1/configurator/dynamic-parameters:acquire,axxonsoft/bl/config/DynamicParametersService.proto
axxonsoft.bl.config,DynamicParametersService,AcquireDeviceAdditionalData,axxonsoft.bl.config.DynamicParametersService.AcquireDeviceAdditionalData,AcquireDeviceAdditionalDataRequest,AcquireDeviceAdditionalDataResponse,none,read,pending,GET /v1/configurator/device-additional-data:acquire,axxonsoft/bl/config/DynamicParametersService.proto
axxonsoft.bl.config,FileSystemBrowser,ListDirectory,axxonsoft.bl.config.FileSystemBrowser.ListDirectory,ListDirectoryRequest,ListDirectoryResponse,none,read,tested-pass,GET /v1/fs/list,axxonsoft/bl/config/FileSystemBrowser.proto
axxonsoft.bl.config,FileSystemBrowser,GetFileInfo,axxonsoft.bl.config.FileSystemBrowser.GetFileInfo,GetFileInfoRequest,GetFileInfoResponse,none,read,tested-pass,GET /v1/fs/file,axxonsoft/bl/config/FileSystemBrowser.proto
axxonsoft.bl.config,FileSystemBrowser,GetSpace,axxonsoft.bl.config.FileSystemBrowser.GetSpace,GetSpaceRequest,GetSpaceResponse,none,read,tested-pass,GET /v1/fs/space,axxonsoft/bl/config/FileSystemBrowser.proto
axxonsoft.bl.config,ServerSettings,GetLogLevel,axxonsoft.bl.config.ServerSettings.GetLogLevel,GetLogLevelRequest,GetLogLevelResponse,none,read,tested-pass,,axxonsoft/bl/config/ServerSettings.proto
axxonsoft.bl.config,ServerSettings,SetLogLevel,axxonsoft.bl.config.ServerSettings.SetLogLevel,SetLogLevelRequest,SetLogLevelResponse,none,mutating,pending,,axxonsoft/bl/config/ServerSettings.proto
axxonsoft.bl.config,ServerSettings,DropLogs,axxonsoft.bl.config.ServerSettings.DropLogs,DropLogsRequest,DropLogsResponse,none,mutating,pending,,axxonsoft/bl/config/ServerSettings.proto
axxonsoft.bl.config,SharedKVStorageService,ListRecords,axxonsoft.bl.config.SharedKVStorageService.ListRecords,ListRecordsRequest,ListRecordsResponse,none,read,tested-pass,,axxonsoft/bl/config/SharedKeyValueStorage.proto
axxonsoft.bl.config,SharedKVStorageService,BatchGetRecords,axxonsoft.bl.config.SharedKVStorageService.BatchGetRecords,BatchGetRecordsRequest,BatchGetRecordsResponse,none,read,tested-pass,,axxonsoft/bl/config/SharedKeyValueStorage.proto
axxonsoft.bl.config,SharedKVStorageService,Commit,axxonsoft.bl.config.SharedKVStorageService.Commit,SharedKVCommitRequest,SharedKVCommitResponse,none,review,tested-pass-safe-record,,axxonsoft/bl/config/SharedKeyValueStorage.proto
axxonsoft.bl.config,SharedKVStorageService,GetRecordsStream,axxonsoft.bl.config.SharedKVStorageService.GetRecordsStream,GetRecordsStreamRequest,GetRecordsStreamResponse,server,read,tested-pass,,axxonsoft/bl/config/SharedKeyValueStorage.proto
