package,service,method,fqmn,request,response,streaming,safety,live_status,http,proto
axxonsoft.bl.ptz,TelemetryService,AreaZoom,axxonsoft.bl.ptz.TelemetryService.AreaZoom,AreaZoomRequest,google.protobuf.Empty,none,mutating,pending,POST /v1/telemetry:areaZoom,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,GetPresetsInfo,axxonsoft.bl.ptz.TelemetryService.GetPresetsInfo,GetPresetsInfoRequest,PresetCollectionResponse,none,read,tested-warn-fixture-needed,GET /v1/telemetry/presets,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,GetAuxiliaryOperations,axxonsoft.bl.ptz.TelemetryService.GetAuxiliaryOperations,GetAuxiliaryOperationsRequest,GetAuxiliaryOperationsResponse,none,read,tested-warn-fixture-needed,GET /v1/telemetry/operations,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,PerformAuxiliaryOperation,axxonsoft.bl.ptz.TelemetryService.PerformAuxiliaryOperation,PerformAuxiliaryOperationRequest,PerformAuxiliaryOperationResponse,none,mutating,pending,POST /v1/telemetry:performOperations,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,GetTours,axxonsoft.bl.ptz.TelemetryService.GetTours,GetToursRequest,GetToursResponse,none,read,tested-warn-fixture-needed,GET /v1/telemetry/tours,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,GetTourPoints,axxonsoft.bl.ptz.TelemetryService.GetTourPoints,GetTourPointsRequest,GetTourPointsResponse,none,read,tested-warn-fixture-needed,GET /v1/telemetry/tours/points,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,PlayTour,axxonsoft.bl.ptz.TelemetryService.PlayTour,PlayTourRequest,PlayTourResponse,none,mutating,pending,POST /v1/telemetry/tours:play,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,StopTour,axxonsoft.bl.ptz.TelemetryService.StopTour,StopTourRequest,StopTourResponse,none,mutating,pending,POST /v1/telemetry/tours:stop,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,StartFillTour,axxonsoft.bl.ptz.TelemetryService.StartFillTour,StartFillTourRequest,StartFillTourResponse,none,mutating,pending,POST /v1/telemetry/tours:startFill,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,SetTourPoint,axxonsoft.bl.ptz.TelemetryService.SetTourPoint,SetTourPointRequest,SetTourPointResponse,none,mutating,pending,POST /v1/telemetry/tours:setPoint,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,StopFillTour,axxonsoft.bl.ptz.TelemetryService.StopFillTour,StopFillTourRequest,StopFillTourResponse,none,mutating,pending,POST /v1/telemetry/tours:stopFill,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.ptz,TelemetryService,RemoveTour,axxonsoft.bl.ptz.TelemetryService.RemoveTour,RemoveTourRequest,RemoveTourResponse,none,mutating,pending,POST /v1/telemetry/tours:remove,axxonsoft/bl/ptz/Telemetry.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,ChangeLists,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.ChangeLists,ChangeListsRequest,ChangeListsResponse,none,mutating,pending,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,ChangeListsStream,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.ChangeListsStream,ChangeListsStreamRequest,ChangeListsStreamResponse,bidi,mutating,pending,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,ChangeItems,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.ChangeItems,ChangeItemsRequest,ChangeItemsResponse,bidi,mutating,pending,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,GetLists,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.GetLists,GetListsRequest,GetListsResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,GetListStream,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.GetListStream,GetListStreamRequest,GetListStreamResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,GetItems,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.GetItems,GetItemsRequest,GetItemsResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerService,Clear,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerService.Clear,ClearRequest,ClearResponse,none,mutating,pending,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizer.proto
axxonsoft.bl.realtimerecognizer,RealtimeRecognizerExternalService,GetData,axxonsoft.bl.realtimerecognizer.RealtimeRecognizerExternalService.GetData,GetDataRequest,GetDataResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/realtimeRecognizer/RealtimeRecognizerExternal.proto
axxonsoft.bl.security,SecurityService,ListConfig,axxonsoft.bl.security.SecurityService.ListConfig,ListConfigRequest,ListConfigResponse,none,read,tested-pass,GET /v1/security/config,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListRoles,axxonsoft.bl.security.SecurityService.ListRoles,ListRolesRequest,ListRolesResponse,none,read,tested-pass,GET /v1/security/roles,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListUsers,axxonsoft.bl.security.SecurityService.ListUsers,ListUsersRequest,ListUsersResponse,none,read,tested-pass,GET /v1/security/users,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListLDAPServers,axxonsoft.bl.security.SecurityService.ListLDAPServers,ListLDAPServersRequest,ListLDAPServersResponse,none,read,tested-pass,GET /v1/security/ldapservers,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,TestLDAPConnection,axxonsoft.bl.security.SecurityService.TestLDAPConnection,TestLDAPConnectionRequest,TestLDAPConnectionResponse,none,mutating,pending,POST /v1/security/ldap:testConnection,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GetLDAPSynchronization,axxonsoft.bl.security.SecurityService.GetLDAPSynchronization,GetLDAPSynchronizationRequest,LDAPSynchronization,none,read,tested-pass,GET /v1/security/ldapsynchronization,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GetLDAPSynchronizationState,axxonsoft.bl.security.SecurityService.GetLDAPSynchronizationState,GetLDAPSynchronizationStateRequest,LDAPSynchronizationState,none,read,tested-warn-fixture-needed,GET /v1/security/ldapsynchronization/state,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,StartLDAPSynchronization,axxonsoft.bl.security.SecurityService.StartLDAPSynchronization,StartLDAPSynchronizationRequest,StartLDAPSynchronizationResponse,none,mutating,pending,POST /v1/security/ldapsynchronization:start,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,StopLDAPSynchronization,axxonsoft.bl.security.SecurityService.StopLDAPSynchronization,StopLDAPSynchronizationRequest,StopLDAPSynchronizationResponse,none,mutating,pending,POST /v1/security/ldapsynchronization:stop,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GetPolicies,axxonsoft.bl.security.SecurityService.GetPolicies,GetPoliciesRequest,GetPoliciesResponse,none,read,tested-pass,GET /v1/security/policies,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GetCloudConfig,axxonsoft.bl.security.SecurityService.GetCloudConfig,GetCloudConfigRequest,GetCloudConfigResponse,none,read,tested-pass,GET /v1/security/cloud/config,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ChangeConfig,axxonsoft.bl.security.SecurityService.ChangeConfig,ChangeConfigRequest,ChangeConfigResponse,none,mutating,tested-pass-safe-record,POST /v1/security/config:change,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,CheckPassword,axxonsoft.bl.security.SecurityService.CheckPassword,CheckPasswordRequest,CheckPasswordResponse,none,review,pending,POST /v1/security/checkpass,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListGlobalPermissions,axxonsoft.bl.security.SecurityService.ListGlobalPermissions,ListGlobalPermissionsRequest,ListGlobalPermissionsResponse,none,read,tested-pass,GET /v1/security/permissions/global,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SetGlobalPermissions,axxonsoft.bl.security.SecurityService.SetGlobalPermissions,SetGlobalPermissionsRequest,SetGlobalPermissionsResponse,none,mutating,tested-pass-safe-record,POST /v1/security/permissions/global:update,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListGroupsPermissions,axxonsoft.bl.security.SecurityService.ListGroupsPermissions,ListGroupsPermissionsRequest,ListGroupsPermissionsResponse,none,read,tested-pass,GET /v1/security/permissions/groups,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListGroupsPermissionsInfo,axxonsoft.bl.security.SecurityService.ListGroupsPermissionsInfo,ListGroupsPermissionsInfoRequest,ListGroupsPermissionsInfoResponse,none,read,tested-pass,GET /v1/security/permissions/groupsInfo,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SetGroupsPermissions,axxonsoft.bl.security.SecurityService.SetGroupsPermissions,SetGroupsPermissionsRequest,SetGroupsPermissionsResponse,none,mutating,tested-pass-safe-record,POST /v1/security/permissions/groups:update,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListObjectPermissions,axxonsoft.bl.security.SecurityService.ListObjectPermissions,ListObjectPermissionsRequest,ListObjectPermissionsResponse,none,read,tested-pass,GET /v1/security/permissions/objects,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListObjectsPermissionsInfo,axxonsoft.bl.security.SecurityService.ListObjectsPermissionsInfo,ListObjectsPermissionsInfoRequest,ListObjectsPermissionsInfoResponse,none,read,tested-pass,GET /v1/security/permissions/objectsInfo,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SetObjectPermissions,axxonsoft.bl.security.SecurityService.SetObjectPermissions,SetObjectPermissionsRequest,SetObjectPermissionsResponse,none,mutating,tested-pass-safe-record,POST /v1/security/permissions/objects:update,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListMacrosPermissions,axxonsoft.bl.security.SecurityService.ListMacrosPermissions,ListMacrosPermissionsRequest,ListMacrosPermissionsResponse,none,read,tested-pass,GET /v1/security/permissions/macros,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListMacrosPermissionsPaged,axxonsoft.bl.security.SecurityService.ListMacrosPermissionsPaged,ListMacrosPermissionsPagedRequest,ListMacrosPermissionsPagedResponse,none,read,tested-pass,GET /v1/security/permissions/macrosPaged,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SetMacrosPermissions,axxonsoft.bl.security.SecurityService.SetMacrosPermissions,SetMacrosPermissionsRequest,SetMacrosPermissionsResponse,none,mutating,tested-pass-safe-record,POST /v1/security/permissions/macros:update,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SearchLDAP,axxonsoft.bl.security.SecurityService.SearchLDAP,SearchLDAPRequest,SearchLDAPResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SearchLDAP2,axxonsoft.bl.security.SecurityService.SearchLDAP2,SearchLDAPRequest2,SearchLDAPResponse2,none,review,pending,POST /v1/security/ldap:search,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,SearchLDAPGroups,axxonsoft.bl.security.SecurityService.SearchLDAPGroups,SearchLDAPGroupsRequest,SearchLDAPGroupsResponse,none,review,pending,POST /v1/security/ldap/groups:search,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GenGoogleAuthSecret,axxonsoft.bl.security.SecurityService.GenGoogleAuthSecret,GenGoogleAuthSecretRequest,GenGoogleAuthSecretResponse,none,review,pending,,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,EnableGoogleAuth,axxonsoft.bl.security.SecurityService.EnableGoogleAuth,EnableGoogleAuthRequest,EnableGoogleAuthResponse,none,review,pending,,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,DisableGoogleAuth,axxonsoft.bl.security.SecurityService.DisableGoogleAuth,DisableGoogleAuthRequest,DisableGoogleAuthResponse,none,review,pending,,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,CheckLogin,axxonsoft.bl.security.SecurityService.CheckLogin,CheckLoginRequest,CheckLoginResponse,none,read,tested-pass,GET /v1/security/checklogin,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ListUserGlobalPermissions,axxonsoft.bl.security.SecurityService.ListUserGlobalPermissions,google.protobuf.Empty,ListUserGlobalPermissionsResponse,none,read,tested-pass,GET /v1/security/permissions/global/user,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,GetRestrictedConfig,axxonsoft.bl.security.SecurityService.GetRestrictedConfig,GetRestrictedConfigRequest,GetRestrictedConfigResponse,none,read,tested-pass,GET /v1/security/config/user,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ChangePassword,axxonsoft.bl.security.SecurityService.ChangePassword,ChangePasswordRequest,ChangePasswordResponse,none,mutating,pending,POST /v1/security/password:change,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.security,SecurityService,ChangeLogin,axxonsoft.bl.security.SecurityService.ChangeLogin,ChangeLoginRequest,ChangeLoginResponse,none,mutating,pending,POST /v1/security/login:change,axxonsoft/bl/security/SecurityService.proto
axxonsoft.bl.settings,DomainSettingsService,GetDataStorageSettings,axxonsoft.bl.settings.DomainSettingsService.GetDataStorageSettings,GetDataStorageSettingsRequest,DataStorageSettings,none,read,tested-pass,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,UpdateDataStorageSettings,axxonsoft.bl.settings.DomainSettingsService.UpdateDataStorageSettings,UpdateDataStorageSettingsRequest,DataStorageSettings,none,mutating,pending,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,GetExportSettings,axxonsoft.bl.settings.DomainSettingsService.GetExportSettings,GetExportSettingsRequest,GetExportSettingsResponse,none,read,tested-pass,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,UpdateExportSettings,axxonsoft.bl.settings.DomainSettingsService.UpdateExportSettings,UpdateExportSettingsRequest,UpdateExportSettingsResponse,none,mutating,tested-pass-safe-record,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,GetGDPRSettings,axxonsoft.bl.settings.DomainSettingsService.GetGDPRSettings,GetGDPRSettingsRequest,GetGDPRSettingsResponse,none,read,tested-pass,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,UpdateGDPRSettings,axxonsoft.bl.settings.DomainSettingsService.UpdateGDPRSettings,UpdateGDPRSettingsRequest,UpdateGDPRSettingsResponse,none,mutating,pending,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,GetBookmarkSettings,axxonsoft.bl.settings.DomainSettingsService.GetBookmarkSettings,GetBookmarkSettingsRequest,GetBookmarkSettingsResponse,none,read,tested-pass,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings,DomainSettingsService,UpdateBookmarkSettings,axxonsoft.bl.settings.DomainSettingsService.UpdateBookmarkSettings,UpdateBookmarkSettingsRequest,UpdateBookmarkSettingsResponse,none,mutating,pending,,axxonsoft/bl/settings/DomainSettingsService.proto
axxonsoft.bl.settings.generic,GenericSettingsService,GetSettings,axxonsoft.bl.settings.generic.GenericSettingsService.GetSettings,GetSettingsRequest,GetSettingsResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/settings/generic/GenericSettings.proto
axxonsoft.bl.settings.generic,GenericSettingsService,SaveSettings,axxonsoft.bl.settings.generic.GenericSettingsService.SaveSettings,SaveSettingsRequest,SaveSettingsResponse,none,review,pending,,axxonsoft/bl/settings/generic/GenericSettings.proto
axxonsoft.bl.settings.generic,GenericSettingsService,RemoveSettings,axxonsoft.bl.settings.generic.GenericSettingsService.RemoveSettings,RemoveSettingsRequest,RemoveSettingsResponse,none,mutating,pending,,axxonsoft/bl/settings/generic/GenericSettings.proto
axxonsoft.bl.state,StateControlService,SetState,axxonsoft.bl.state.StateControlService.SetState,SetStateRequest,SetStateResponse,none,mutating,pending,,axxonsoft/bl/state/StateControl.proto
axxonsoft.bl.state,StateControlService,GetDefaultState,axxonsoft.bl.state.StateControlService.GetDefaultState,GetDefaultStateRequest,GetDefaultStateResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/state/StateControl.proto
axxonsoft.bl.state,StateControlService,GetCurrentState,axxonsoft.bl.state.StateControlService.GetCurrentState,GetCurrentStateRequest,GetCurrentStateResponse,none,read,tested-warn-fixture-needed,,axxonsoft/bl/state/StateControl.proto
axxonsoft.bl.statistics,StatisticService,GetStatistics,axxonsoft.bl.statistics.StatisticService.GetStatistics,StatsRequest,StatsResponse,none,read,tested-pass,,axxonsoft/bl/statistics/Statistics.proto
axxonsoft.bl.tz,TimeZoneManager,ListTimeZones,axxonsoft.bl.tz.TimeZoneManager.ListTimeZones,ListTimeZonesRequest,ListTimeZonesResponse,none,read,tested-pass,GET /v1/time_zones,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,BatchGetZones,axxonsoft.bl.tz.TimeZoneManager.BatchGetZones,BatchGetTimeZonesRequest,BatchGetTimeZonesResponse,none,read,tested-pass,GET /v1/time_zones:batchGet,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,ChangeTimeZones,axxonsoft.bl.tz.TimeZoneManager.ChangeTimeZones,ChangeTimeZonesRequest,ChangeTimeZonesResponse,none,mutating,pending,POST /v1/time_zones:change,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,GetNTP,axxonsoft.bl.tz.TimeZoneManager.GetNTP,ListNTPRequest,ListNTPResponse,none,read,tested-pass,GET /v1/time_sync/ntp_server,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,SetNTP,axxonsoft.bl.tz.TimeZoneManager.SetNTP,SetNTPRequest,SetNTPResponse,none,mutating,pending,POST /v1/time_sync/ntp_server:update,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,SetTimeZone,axxonsoft.bl.tz.TimeZoneManager.SetTimeZone,SetTimeZoneRequest,SetTimeZoneResponse,none,mutating,pending,POST /v1/time_zone:set,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.tz,TimeZoneManager,GetTimeZone,axxonsoft.bl.tz.TimeZoneManager.GetTimeZone,GetTimeZoneRequest,GetTimeZoneResponse,none,read,tested-pass,GET /v1/time_zone,axxonsoft/bl/tz/TimeZonesManager.proto
axxonsoft.bl.videowall,VideowallService,RegisterWall,axxonsoft.bl.videowall.VideowallService.RegisterWall,RegisterWallRequest,RegisterWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,UnregisterWall,axxonsoft.bl.videowall.VideowallService.UnregisterWall,UnregisterWallRequest,UnregisterWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,ChangeWall,axxonsoft.bl.videowall.VideowallService.ChangeWall,ChangeWallRequest,ChangeWallResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,ListWalls,axxonsoft.bl.videowall.VideowallService.ListWalls,ListWallsRequest,ListWallsResponse,server,read,tested-pass,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,BatchGetWalls,axxonsoft.bl.videowall.VideowallService.BatchGetWalls,BatchGetWallsRequest,BatchGetWallsResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,SetControlData,axxonsoft.bl.videowall.VideowallService.SetControlData,SetControlDataRequest,SetControlDataResponse,none,mutating,pending,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.videowall,VideowallService,GetMyControlData,axxonsoft.bl.videowall.VideowallService.GetMyControlData,GetMyControlDataRequest,GetMyControlDataResponse,server,read,tested-warn-fixture-needed,,axxonsoft/bl/videowall/Videowall.proto
axxonsoft.bl.vmda,VMDAService,EnumerateSchemes,axxonsoft.bl.vmda.VMDAService.EnumerateSchemes,EnumerateSchemesRequest,EnumerateSchemesResponse,none,read,tested-pass,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,Cleanup,axxonsoft.bl.vmda.VMDAService.Cleanup,CleanupRequest,CleanupResponse,none,review,pending,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,ExecuteQuery,axxonsoft.bl.vmda.VMDAService.ExecuteQuery,ExecuteQueryRequest,ExecuteQueryResponse,server,review,pending,,axxonsoft/bl/vmda/VMDA.proto
axxonsoft.bl.vmda,VMDAService,ExecuteQueryTyped,axxonsoft.bl.vmda.VMDAService.ExecuteQueryTyped,ExecuteQueryTypedRequest,ExecuteQueryResponse,server,review,pending,,axxonsoft/bl/vmda/VMDA.proto
